region,subregion,pop
virginia,prince george,36013
virginia,prince william,404011
virginia,pulaski,34869
virginia,rappahannock,7440
virginia,richmond,9234
virginia,roanoke,92432
virginia,rockbridge,22357
virginia,rockingham,76353
virginia,russell,28773
virginia,scott,23061
virginia,shenandoah,42076
virginia,smyth,32103
virginia,southampton,18576
virginia,spotsylvania,122854
virginia,stafford,129446
virginia,surry,6988
virginia,sussex,12095
virginia,tazewell,44846
virginia,warren,37567
virginia,washington,54691
virginia,westmoreland,17468
virginia,wise,41361
virginia,wythe,29203
virginia,york,65503
virginia,alexandria,140337
virginia,bedford,6103
virginia,bristol,17747
virginia,buena vista,6679
virginia,charlottesville,43223
virginia,chesapeake,223233
virginia,colonial heights,17426
virginia,covington,5903
virginia,danville,43185
virginia,emporia,5825
virginia,fairfax,22712
virginia,falls church,12300
virginia,franklin,8531
virginia,fredericksburg,24932
virginia,galax,6942
virginia,hampton,137471
virginia,harrisonburg,49043
virginia,hopewell,22501
virginia,lexington,6990
virginia,lynchburg,75657
virginia,manassas,37943
virginia,manassas park,14409
virginia,martinsville,13854
virginia,newport news,180831
virginia,norfolk,243056
virginia,norton,3971
virginia,petersburg,32226
virginia,poquoson,12110
virginia,portsmouth,95786
virginia,radford,16511
virginia,richmond,205348
virginia,roanoke,96742
virginia,salem,24792
virginia,staunton,23906
virginia,suffolk,84216
virginia,virginia beach,439528
virginia,waynesboro,21030
virginia,williamsburg,14207
virginia,winchester,26330
washington,adams,18575
washington,asotin,21658
washington,benton,175424
washington,chelan,72431
washington,clallam,71411
washington,clark,426984
washington,columbia,4001
washington,cowlitz,102138
washington,douglas,38369
washington,ferry,7584
washington,franklin,78680
washington,garfield,2246
washington,grant,88885
washington,grays harbor,72272
washington,island,78707
washington,jefferson,29802
washington,king,1940777
washington,kitsap,251400
washington,kittitas,40954
washington,klickitat,20421
washington,lewis,75399
washington,lincoln,10536
washington,mason,60545
washington,okanogan,40959
washington,pacific,20945
washington,pend oreille,12976
washington,pierce,798528
washington,san juan,15740
washington,skagit,117087
washington,skamania,11053
washington,snohomish,714443
washington,spokane,470375
washington,stevens,43498
washington,thurston,252410
washington,wahkiakum,4003
washington,walla walla,58643
washington,whatcom,201404
washington,whitman,44997
washington,yakima,242454
west virginia,barbour,16472
west virginia,berkeley,104410
west virginia,boone,24617
west virginia,braxton,14531
west virginia,brooke,24021
west virginia,cabell,96240
west virginia,calhoun,7613
west virginia,clay,9432
west virginia,doddridge,8147
west virginia,fayette,46000
west virginia,gilmer,8623
west virginia,grant,11929
west virginia,greenbrier,35572
west virginia,hampshire,23791
west virginia,hancock,30594
west virginia,hardy,13912
west virginia,harrison,68959
west virginia,jackson,29206
west virginia,jefferson,53545
west virginia,kanawha,192572
west virginia,lewis,16389
west virginia,lincoln,21714
west virginia,logan,36508
west virginia,mcdowell,21966
west virginia,marion,56460
west virginia,marshall,32993
west virginia,mason,27242
west virginia,mercer,62251
west virginia,mineral,28049
west virginia,mingo,26660
west virginia,monongalia,96417
west virginia,monroe,13528
west virginia,morgan,17507
west virginia,nicholas,26201
west virginia,ohio,44307
west virginia,pendleton,7666
west virginia,pleasants,7630
west virginia,pocahontas,8750
west virginia,preston,33471
west virginia,putnam,55660
west virginia,raleigh,78852
west virginia,randolph,29361
west virginia,ritchie,10391
west virginia,roane,14884
west virginia,summers,13813
west virginia,taylor,16889
west virginia,tucker,7109
west virginia,tyler,9188
west virginia,upshur,24210
west virginia,wayne,42273
west virginia,webster,9158
west virginia,wetzel,16526
west virginia,wirt,5769
west virginia,wood,86835
west virginia,wyoming,23668
wisconsin,adams,20898
wisconsin,ashland,16113
wisconsin,barron,45882
wisconsin,bayfield,15078
wisconsin,brown,248526
wisconsin,buffalo,13544
wisconsin,burnett,15528
wisconsin,calumet,48960
wisconsin,chippewa,62362
wisconsin,clark,34610
wisconsin,columbia,56596
wisconsin,crawford,16677
wisconsin,dane,490379
wisconsin,dodge,88741
wisconsin,door,27872
wisconsin,douglas,43963
wisconsin,dunn,43788
wisconsin,eau claire,98952
wisconsin,florence,4486
wisconsin,fond du lac,101577
wisconsin,forest,9361
wisconsin,grant,51055
wisconsin,green,36800
wisconsin,green lake,19064
wisconsin,iowa,23712
wisconsin,iron,5978
wisconsin,jackson,20436
wisconsin,jefferson,83751
wisconsin,juneau,26701
wisconsin,kenosha,166373
wisconsin,kewaunee,20600
wisconsin,la crosse,114718
wisconsin,lafayette,16836
wisconsin,langlade,19951
wisconsin,lincoln,28710
wisconsin,manitowoc,81266
wisconsin,marathon,134041
wisconsin,marinette,41704
wisconsin,marquette,15366
wisconsin,menominee,4274
wisconsin,milwaukee,946584
wisconsin,monroe,44714
wisconsin,oconto,37632
wisconsin,oneida,36029
wisconsin,outagamie,176777
wisconsin,ozaukee,86429
wisconsin,pepin,7458
wisconsin,pierce,40842
wisconsin,polk,44094
wisconsin,portage,70027
wisconsin,price,14141
wisconsin,racine,195024
wisconsin,richland,18020
wisconsin,rock,160356
wisconsin,rusk,14670
wisconsin,st. croix,84363
wisconsin,sauk,61953
wisconsin,sawyer,16580
wisconsin,shawano,41820
wisconsin,sheboygan,115377
wisconsin,taylor,20631
wisconsin,trempealeau,28853
wisconsin,vernon,29827
wisconsin,vilas,21489
wisconsin,walworth,102310
wisconsin,washburn,15893
wisconsin,washington,131840
wisconsin,waukesha,389740
wisconsin,waupaca,52377
wisconsin,waushara,24565
wisconsin,winnebago,166984
wisconsin,wood,74591
wyoming,albany,36186
wyoming,big horn,11636
wyoming,campbell,45840
wyoming,carbon,15781
wyoming,converse,13779
wyoming,crook,7036
wyoming,fremont,40103
wyoming,goshen,13277
wyoming,hot springs,4791
wyoming,johnson,8564
wyoming,laramie,91719
wyoming,lincoln,17960
wyoming,natrona,75876
wyoming,niobrara,2478
wyoming,park,28203
wyoming,platte,8677
wyoming,sheridan,29097
wyoming,sublette,10065
wyoming,sweetwater,43890
wyoming,teton,21326
wyoming,uinta,20942
wyoming,washakie,8425
wyoming,weston,7152
